T2MC-10431,CY_MCAL_COMMON_020,REQ
T2MC-10430,CY_MCAL_COMMON_019,REQ
T2MC-10428,CY_MCAL_COMMON_100,REQ
T2MC-10427,CY_MCAL_COMMON_018,REQ
T2MC-10426,CY_MCAL_COMMON_017,REQ
T2MC-13928,SWS_Ocu_00001,REQ
T2MC-13930,SWS_Ocu_00002,REQ
T2MC-13931,SWS_Ocu_00003,REQ
T2MC-13932,SWS_Ocu_00004,REQ
T2MC-13934,SWS_Ocu_00006,REQ
T2MC-13935,SWS_Ocu_00007,REQ
T2MC-13936,SWS_Ocu_00008,REQ
T2MC-13946,SWS_Ocu_00013,REQ
T2MC-13950,SWS_Ocu_00015,REQ
T2MC-13951,SWS_Ocu_00016,REQ
T2MC-13952,SWS_Ocu_00017,REQ
T2MC-13957,SWS_Ocu_00018,REQ
T2MC-13958,SWS_Ocu_00019,REQ
T2MC-13961,SWS_Ocu_00021,REQ
T2MC-13970,SWS_Ocu_00027,REQ
T2MC-13973,SWS_Ocu_00028,REQ
T2MC-13975,SWS_Ocu_00029,REQ
T2MC-13977,SWS_Ocu_00031,REQ
T2MC-23781,CY_MCAL_OCU_048,REQ
T2MC-13979,SWS_Ocu_00032,REQ
T2MC-13981,SWS_Ocu_00033,REQ
T2MC-13982,SWS_Ocu_00034,REQ
T2MC-13984,SWS_Ocu_00138,REQ
T2MC-13987,SWS_Ocu_00035,REQ
T2MC-13988,SWS_Ocu_00036,REQ
T2MC-13989,SWS_Ocu_00010,REQ
T2MC-13990,SWS_Ocu_00011,REQ
T2MC-13991,SWS_Ocu_00037,REQ
T2MC-13992,SWS_Ocu_00038,REQ
T2MC-13993,SWS_Ocu_00039,REQ
T2MC-13994,SWS_Ocu_00040,REQ
T2MC-13995,SWS_Ocu_00043,REQ
T2MC-13996,SWS_Ocu_00044,REQ
T2MC-13998,SWS_Ocu_00045,REQ
T2MC-13999,SWS_Ocu_00046,REQ
T2MC-14000,SWS_Ocu_00047,REQ
T2MC-14001,SWS_Ocu_00048,REQ
T2MC-14002,SWS_Ocu_00136,REQ
T2MC-14003,SWS_Ocu_00137,REQ
T2MC-14004,SWS_Ocu_00049,REQ
T2MC-14005,SWS_Ocu_00050,REQ
T2MC-14007,SWS_Ocu_00051,REQ
T2MC-14008,SWS_Ocu_00052,REQ
T2MC-14009,SWS_Ocu_00053,REQ
T2MC-14010,SWS_Ocu_00054,REQ
T2MC-15531,CY_MCAL_OCU_024,REQ
T2MC-14011,SWS_Ocu_00055,REQ
T2MC-15527,CY_MCAL_OCU_022,REQ
T2MC-14012,SWS_Ocu_00056,REQ
T2MC-14013,SWS_Ocu_00057,REQ
T2MC-14015,SWS_Ocu_00058,REQ
T2MC-14016,SWS_Ocu_00059,REQ
T2MC-14017,SWS_Ocu_00060,REQ
T2MC-14018,SWS_Ocu_00061,REQ
T2MC-14019,SWS_Ocu_00062,REQ
T2MC-14020,SWS_Ocu_00063,REQ
T2MC-14021,SWS_Ocu_00064,REQ
T2MC-14022,SWS_Ocu_00065,REQ
T2MC-14024,SWS_Ocu_00066,REQ
T2MC-14025,SWS_Ocu_00067,REQ
T2MC-14026,SWS_Ocu_00068,REQ
T2MC-14027,SWS_Ocu_00069,REQ
T2MC-14028,SWS_Ocu_00070,REQ
T2MC-14029,SWS_Ocu_00071,REQ
T2MC-14030,SWS_Ocu_00072,REQ
T2MC-14031,SWS_Ocu_00073,REQ
T2MC-14032,SWS_Ocu_00074,REQ
T2MC-14033,SWS_Ocu_00075,REQ
T2MC-14035,SWS_Ocu_00076,REQ
T2MC-14036,SWS_Ocu_00077,REQ
T2MC-14037,SWS_Ocu_00078,REQ
T2MC-14038,SWS_Ocu_00079,REQ
T2MC-14039,SWS_Ocu_00080,REQ
T2MC-14040,SWS_Ocu_00081,REQ
T2MC-14161,SWS_Ocu_00156,REQ
T2MC-14041,SWS_Ocu_00082,REQ
T2MC-14042,SWS_Ocu_00083,REQ
T2MC-14043,SWS_Ocu_00084,REQ
T2MC-14045,SWS_Ocu_00085,REQ
T2MC-14046,SWS_Ocu_00086,REQ
T2MC-14047,SWS_Ocu_00087,REQ
T2MC-14048,SWS_Ocu_00088,REQ
T2MC-14049,SWS_Ocu_00089,REQ
T2MC-14050,SWS_Ocu_00090,REQ
T2MC-14052,SWS_Ocu_00091,REQ
T2MC-14053,SWS_Ocu_00092,REQ
T2MC-14054,SWS_Ocu_00093,REQ
T2MC-14055,SWS_Ocu_00094,REQ
T2MC-14056,SWS_Ocu_00095,REQ
T2MC-14057,SWS_Ocu_00096,REQ
T2MC-14058,SWS_Ocu_00098,REQ
T2MC-14059,SWS_Ocu_00097,REQ
T2MC-14061,SWS_Ocu_00100,REQ
T2MC-14062,SWS_Ocu_00101,REQ
T2MC-14063,SWS_Ocu_00106,REQ
T2MC-14064,SWS_Ocu_00107,REQ
T2MC-14065,SWS_Ocu_00102,REQ
T2MC-14066,SWS_Ocu_00103,REQ
T2MC-14067,SWS_Ocu_00104,REQ
T2MC-14068,SWS_Ocu_00105,REQ
T2MC-14070,SWS_Ocu_00108,REQ
T2MC-14071,SWS_Ocu_00109,REQ
T2MC-14072,SWS_Ocu_00110,REQ
T2MC-14073,SWS_Ocu_00111,REQ
T2MC-14074,SWS_Ocu_00112,REQ
T2MC-14075,SWS_Ocu_00113,REQ
T2MC-14076,SWS_Ocu_00114,REQ
T2MC-14078,SWS_Ocu_00115,REQ
T2MC-14118,SWS_Ocu_00134,REQ
T2MC-14079,SWS_Ocu_00116,REQ
T2MC-14080,SWS_Ocu_00117,REQ
T2MC-14081,SWS_Ocu_00118,REQ
T2MC-14082,SWS_Ocu_00119,REQ
T2MC-14083,SWS_Ocu_00120,REQ
T2MC-14084,SWS_Ocu_00121,REQ
T2MC-14086,SWS_Ocu_00122,REQ
T2MC-14087,SWS_Ocu_00123,REQ
T2MC-14089,SWS_Ocu_00125,REQ
T2MC-14088,SWS_Ocu_00124,REQ
T2MC-14090,SWS_Ocu_00126,REQ
T2MC-14096,SWS_Ocu_00127,REQ
T2MC-14098,SWS_Ocu_00128,REQ
T2MC-14099,SWS_Ocu_00129,REQ
T2MC-14100,SWS_Ocu_00130,REQ
T2MC-14101,SWS_Ocu_00131,REQ
T2MC-14102,SWS_Ocu_00132,REQ
T2MC-14103,SWS_Ocu_00133,REQ
T2MC-14119,SWS_Ocu_00135,REQ
T2MC-14121,ECUC_Ocu_00136,REQ
T2MC-14123,ECUC_Ocu_00137,REQ
T2MC-14124,ECUC_Ocu_00138,REQ
T2MC-14126,ECUC_Ocu_00139,REQ
T2MC-14127,ECUC_Ocu_00140,REQ
T2MC-14128,ECUC_Ocu_00141,REQ
T2MC-14129,ECUC_Ocu_00142,REQ
T2MC-14130,ECUC_Ocu_00143,REQ
T2MC-14131,ECUC_Ocu_00144,REQ
T2MC-14132,ECUC_Ocu_00145,REQ
T2MC-14133,ECUC_Ocu_00146,REQ
T2MC-14134,ECUC_Ocu_00147,REQ
T2MC-14136,ECUC_Ocu_00148,REQ
T2MC-14137,ECUC_Ocu_00149,REQ
T2MC-14139,ECUC_Ocu_00150,REQ
T2MC-14140,ECUC_Ocu_00151,REQ
T2MC-14141,ECUC_Ocu_00152,REQ
T2MC-14142,ECUC_Ocu_00153,REQ
T2MC-14143,ECUC_Ocu_00154,REQ
T2MC-14144,ECUC_Ocu_00155,REQ
T2MC-14145,ECUC_Ocu_00156,REQ
T2MC-14146,ECUC_Ocu_00157,REQ
T2MC-14147,ECUC_Ocu_00158,REQ
T2MC-14148,ECUC_Ocu_00159,REQ
T2MC-14149,ECUC_Ocu_00160,REQ
T2MC-14151,ECUC_Ocu_00161,REQ
T2MC-14152,ECUC_Ocu_00162,REQ
T2MC-14153,ECUC_Ocu_00163,REQ
T2MC-14155,ECUC_Ocu_00164,REQ
T2MC-14156,ECUC_Ocu_00165,REQ
T2MC-14157,ECUC_Ocu_00166,REQ
T2MC-14159,SWS_Ocu_00169,REQ
T2MC-14637,CY_MCAL_OCU_002,REQ
T2MC-14638,CY_MCAL_OCU_003,REQ
T2MC-15005,CY_MCAL_OCU_004,REQ
T2MC-15009,CY_MCAL_OCU_005,REQ
T2MC-15012,CY_MCAL_OCU_006,REQ
T2MC-15013,CY_MCAL_OCU_007,REQ
T2MC-15014,CY_MCAL_OCU_059,REQ
T2MC-15015,CY_MCAL_OCU_008,REQ
T2MC-15016,CY_MCAL_OCU_009,REQ
T2MC-15017,CY_MCAL_OCU_010,REQ
T2MC-15018,CY_MCAL_OCU_011,REQ
T2MC-15019,CY_MCAL_OCU_012,REQ
T2MC-15020,CY_MCAL_OCU_013,REQ
T2MC-15021,CY_MCAL_OCU_014,REQ
T2MC-15022,CY_MCAL_OCU_015,REQ
T2MC-15023,CY_MCAL_OCU_016,REQ
T2MC-15024,CY_MCAL_OCU_055,REQ
T2MC-15025,CY_MCAL_OCU_017,REQ
T2MC-15027,CY_MCAL_OCU_057,REQ
T2MC-15028,CY_MCAL_OCU_062,REQ
T2MC-15029,CY_MCAL_OCU_063,REQ
T2MC-15031,CY_MCAL_OCU_018,REQ
T2MC-15135,CY_MCAL_OCU_019,REQ
T2MC-15138,CY_MCAL_OCU_058,REQ
T2MC-15143,CY_MCAL_OCU_020,REQ
T2MC-15526,CY_MCAL_OCU_021,REQ
T2MC-15530,CY_MCAL_OCU_023,REQ
T2MC-15536,CY_MCAL_OCU_025,REQ
T2MC-15537,CY_MCAL_OCU_026,REQ
T2MC-15538,CY_MCAL_OCU_027,REQ
T2MC-15539,CY_MCAL_OCU_028,REQ
T2MC-15541,CY_MCAL_OCU_029,REQ
T2MC-15542,CY_MCAL_OCU_030,REQ
T2MC-15545,CY_MCAL_OCU_061,REQ
T2MC-15547,CY_MCAL_OCU_031,REQ
T2MC-15564,CY_MCAL_OCU_032,REQ
T2MC-16064,CY_MCAL_OCU_033,REQ
T2MC-16065,CY_MCAL_OCU_034,REQ
T2MC-16066,CY_MCAL_OCU_035,REQ
T2MC-16068,CY_MCAL_OCU_036,REQ
T2MC-16070,CY_MCAL_OCU_037,REQ
T2MC-16076,CY_MCAL_OCU_038,REQ
T2MC-16079,CY_MCAL_OCU_039,REQ
T2MC-16081,CY_MCAL_OCU_040,REQ
T2MC-16084,CY_MCAL_OCU_041,REQ
T2MC-16086,CY_MCAL_OCU_042,REQ
T2MC-16088,CY_MCAL_OCU_043,REQ
T2MC-17917,CY_MCAL_OCU_044,REQ
T2MC-17918,CY_MCAL_OCU_060,REQ
T2MC-17920,CY_MCAL_OCU_045,REQ
T2MC-22845,CY_MCAL_OCU_056,REQ
T2MC-23249,CY_MCAL_OCU_046,REQ
T2MC-23516,CY_MCAL_OCU_047,REQ
T2MC-26177,CY_MCAL_OCU_049,REQ
T2MC-26178,CY_MCAL_OCU_050,REQ
T2MC-26179,CY_MCAL_OCU_051,REQ
T2MC-26221,CY_MCAL_OCU_052,REQ
T2MC-13967,SWS_Ocu_00026,REQ
T2MC-13966,SWS_Ocu_00025,REQ
T2MC-13965,SWS_Ocu_00024,REQ
T2MC-13964,SWS_Ocu_00023,REQ
T2MC-13962,SWS_Ocu_00022,REQ
T2MC-26347,CY_HW_FS_OCU_001,REQ
T2MC-13959,SWS_Ocu_00020,REQ
T2MC-27335,CY_HW_FS_OCU_002,REQ
T2MC-27849,CY_MCAL_OCU_054,REQ
T2MC-29273,CY_MCAL_OCU_064,REQ
T2MC-31105,CY_MCAL_OCU_066,REQ
T2MC-31106,CY_MCAL_OCU_067,REQ
T2MC-13949,SWS_Ocu_00014,REQ
T2MC-39477,CY_MCAL_OCU_068,REQ
T2MC-13942,SWS_Ocu_00012,REQ
T2MC-13937,SWS_Ocu_00009,REQ
T2MC-39590,CY_MCAL_OCU_069,REQ
T2MC-39591,CY_MCAL_OCU_070,REQ
T2MC-39592,CY_MCAL_OCU_071,REQ
T2MC-13933,SWS_Ocu_00005,REQ
T2MC-39593,CY_MCAL_OCU_072,REQ
T2MC-57009,CY_MCAL_OCU_073,REQ
T2MC-59429,CY_MCAL_OCU_074,REQ
T2MC-59540,CY_MCAL_OCU_075,REQ
T2MC-57041,Ocu_Bswmd.arxml.DIAG,DSGN
T2MC-39599,Ocu_RaGetStatusRunning.DIAG,DSGN
T2MC-39598,Ocu_GetStatusRunning.DIAG,DSGN
T2MC-39596,Ocu_RaGetStatusRunning.FUNC,DSGN
T2MC-39595,Ocu_GetStatusRunning.FUNC,DSGN
T2MC-37273,Ocu_Cfg_Include.h.DIAG,DSGN
T2MC-33199,Ocu_RaGetCC0.DIAG,DSGN
T2MC-33195,Ocu_RaGetCC0.FUNC,DSGN
T2MC-31125,Ocu_RaReloadFreeRunningCounter.DIAG,DSGN
T2MC-31122,Ocu_RaReloadFreeRunningCounter.FUNC,DSGN
T2MC-30613,Ocu_CheckChannelStatus_Stopped.DIAG,DSGN
T2MC-30528,Ocu_CheckChannelStatus_Stopped.FUNC,DSGN
T2MC-29594,Ocu_ErrorHandler,DSGN
T2MC-29538,Ocu_ErrorHandlerDetails.DIAG,DSGN
T2MC-29216,Ocu_ConfigPtr,DSGN
T2MC-29213,Ocu_CountDirection,DSGN
T2MC-29212,Ocu_DriverStatus,DSGN
T2MC-28703,Ocu_RaStopFreeRunningCounter.DIAG,DSGN
T2MC-28702,Ocu_RaStopChannel.DIAG,DSGN
T2MC-28701,Ocu_RaStartFreeRunningCounter.DIAG,DSGN
T2MC-28700,Ocu_RaStartChannel.DIAG,DSGN
T2MC-28699,Ocu_RaSetThresholdValue.DIAG,DSGN
T2MC-28698,Ocu_RaSetPrescaler.DIAG,DSGN
T2MC-28697,Ocu_RaSetPinState.DIAG,DSGN
T2MC-28696,Ocu_RaSetPinAction.DIAG,DSGN
T2MC-28695,Ocu_RaIsInterruptPending.DIAG,DSGN
T2MC-28694,Ocu_RaInit.DIAG,DSGN
T2MC-28693,Ocu_RaHwTriggerStart.DIAG,DSGN
T2MC-28692,Ocu_RaGetTrPwmCtrl.DIAG,DSGN
T2MC-28691,Ocu_RaGetTrOutSel.DIAG,DSGN
T2MC-28690,Ocu_RaGetIntrMask.DIAG,DSGN
T2MC-28689,Ocu_RaGetCtrl.DIAG,DSGN
T2MC-28688,Ocu_RaGetCounter.DIAG,DSGN
T2MC-28687,Ocu_RaEnableNotification.DIAG,DSGN
T2MC-28686,Ocu_RaDisableNotification.DIAG,DSGN
T2MC-28685,Ocu_RaDeInit.DIAG,DSGN
T2MC-28684,Ocu_RaClearInterruptFlag.DIAG,DSGN
T2MC-28683,Ocu_RaCheckChannelStatus_Uninit.DIAG,DSGN
T2MC-28681,Ocu_RaCheckChannelStatus_Common.DIAG,DSGN
T2MC-28680,Ocu_RegisterAccessDetails.DIAG,DSGN
T2MC-28679,Ocu_StopChannel_Internal.DIAG,DSGN
T2MC-28678,Ocu_StartChannel_Internal.DIAG,DSGN
T2MC-28677,Ocu_SetRelativeThreshold_Internal.DIAG,DSGN
T2MC-28676,Ocu_SetPrescaler_Internal.DIAG,DSGN
T2MC-28675,Ocu_SetPinState_Internal.DIAG,DSGN
T2MC-28674,Ocu_SetPinAction_Internal.DIAG,DSGN
T2MC-28673,Ocu_SetDriverStatus.DIAG,DSGN
T2MC-28672,Ocu_SetAbsoluteThreshold_Internal.DIAG,DSGN
T2MC-28671,Ocu_InterruptHandler_Internal.DIAG,DSGN
T2MC-28670,Ocu_Init_Internal.DIAG,DSGN
T2MC-28668,Ocu_GetPrescalerValue.DIAG,DSGN
T2MC-28667,Ocu_GetDriverStatus.DIAG,DSGN
T2MC-28666,Ocu_GetCounter_Internal.DIAG,DSGN
T2MC-28665,Ocu_EnableNotification_Internal.DIAG,DSGN
T2MC-28664,Ocu_DisableNotification_Internal.DIAG,DSGN
T2MC-28663,Ocu_DeInit_Internal.DIAG,DSGN
T2MC-28662,Ocu_ClearChannelInterruptByBaseAddr.DIAG,DSGN
T2MC-28661,Ocu_CheckChannelStatus_Running.DIAG,DSGN
T2MC-28660,Ocu_CheckChannelStatus_Internal.DIAG,DSGN
T2MC-28659,Ocu_CheckChannelStatus_Common.DIAG,DSGN
T2MC-28658,Ocu_InternalDetails.DIAG,DSGN
T2MC-28640,Ocu_RaGetTrPwmCtrl.FUNC,DSGN
T2MC-28639,Ocu_RaGetTrOutSel.FUNC,DSGN
T2MC-28638,Ocu_RaGetIntrMask.FUNC,DSGN
T2MC-28637,Ocu_RaGetCtrl.FUNC,DSGN
T2MC-28636,Ocu_RaCheckChannelStatus_Uninit.FUNC,DSGN
T2MC-28634,Ocu_RaCheckChannelStatus_Common.FUNC,DSGN
T2MC-28633,Ocu_RaHwTriggerStart.FUNC,DSGN
T2MC-28632,Ocu_RaSetPrescaler.FUNC,DSGN
T2MC-28631,Ocu_RaStartChannel.FUNC,DSGN
T2MC-28630,Ocu_RaSetPinState.FUNC,DSGN
T2MC-28629,Ocu_RaSetThresholdValue.FUNC,DSGN
T2MC-28628,Ocu_RaGetCounter.FUNC,DSGN
T2MC-28627,Ocu_GetPrescalerValue.FUNC,DSGN
T2MC-28626,Ocu_StopChannel_Internal.FUNC,DSGN
T2MC-28625,Ocu_StartChannel_Internal.FUNC,DSGN
T2MC-28624,Ocu_CheckChannelStatus_Running.FUNC,DSGN
T2MC-28623,Ocu_ClearChannelInterruptByBaseAddr.FUNC,DSGN
T2MC-28622,Ocu_SetPinAction_Internal.FUNC,DSGN
T2MC-28621,Ocu_CheckChannelStatus_Common.FUNC,DSGN
T2MC-28620,Ocu_Init_Internal.FUNC,DSGN
T2MC-28613,Ocu_CheckConfigPtr.DIAG,DSGN
T2MC-28612,Ocu_PBcfgDetails.DIAG,DSGN
T2MC-28611,Ocu_Isr_Vector_[IRQ_Number]_Cat2.DIAG,DSGN
T2MC-28610,Ocu_Isr_Vector_[IRQ_Number]_Cat1.DIAG,DSGN
T2MC-28609,Ocu_InterruptHandler.DIAG,DSGN
T2MC-28608,Ocu_IrqDetails.DIAG,DSGN
T2MC-27951,Ocu_StopChannel.DIAG,DSGN
T2MC-27950,Ocu_StartChannel.DIAG,DSGN
T2MC-27949,Ocu_SetRelativeThreshold.DIAG,DSGN
T2MC-27948,Ocu_SetPrescaler.DIAG,DSGN
T2MC-27947,Ocu_SetPinState.DIAG,DSGN
T2MC-27946,Ocu_SetPinAction.DIAG,DSGN
T2MC-27945,Ocu_SetAbsoluteThreshold.DIAG,DSGN
T2MC-27944,Ocu_ReportError.DIAG,DSGN
T2MC-27942,Ocu_Init.DIAG,DSGN
T2MC-27941,Ocu_GetVersionInfo.DIAG,DSGN
T2MC-27940,Ocu_GetCounter.DIAG,DSGN
T2MC-27939,Ocu_GetConfigPtr.DIAG,DSGN
T2MC-27938,Ocu_ExitCriticalSection.DIAG,DSGN
T2MC-27937,Ocu_EnterCriticalSection.DIAG,DSGN
T2MC-27936,Ocu_EnableNotification.DIAG,DSGN
T2MC-27935,Ocu_DisableNotification.DIAG,DSGN
T2MC-27934,Ocu_DeInit.DIAG,DSGN
T2MC-27933,Ocu_CheckChannelStatus.DIAG,DSGN
T2MC-27932,OcuDetails.DIAG,DSGN
T2MC-27931,Ocu_InterruptHandler.FUNC,DSGN
T2MC-27930,Ocu_SetPrescaler.FUNC,DSGN
T2MC-27929,Ocu_CheckChannelStatus.FUNC,DSGN
T2MC-27928,Ocu_StopChannel.FUNC,DSGN
T2MC-27927,Ocu_StartChannel.FUNC,DSGN
T2MC-27926,Ocu_SetRelativeThreshold.FUNC,DSGN
T2MC-27925,Ocu_SetPinState.FUNC,DSGN
T2MC-27924,Ocu_SetPinAction.FUNC,DSGN
T2MC-27923,Ocu_SetAbsoluteThreshold.FUNC,DSGN
T2MC-27922,Ocu_Init.FUNC,DSGN
T2MC-27921,Ocu_GetVersionInfo.FUNC,DSGN
T2MC-27920,Ocu_GetCounter.FUNC,DSGN
T2MC-27919,Ocu_EnableNotification.FUNC,DSGN
T2MC-27918,Ocu_DisableNotification.FUNC,DSGN
T2MC-27917,Ocu_ReportError.FUNC,DSGN
T2MC-27916,Ocu_DeInit.FUNC,DSGN
T2MC-27915,Ocu,DSGN
T2MC-27914,Ocu_RaClearInterruptFlag.FUNC,DSGN
T2MC-27913,Ocu_RaIsInterruptPending.FUNC,DSGN
T2MC-27912,Ocu_RaStopFreeRunningCounter.FUNC,DSGN
T2MC-27911,Ocu_RaStopChannel.FUNC,DSGN
T2MC-27910,Ocu_RaStartFreeRunningCounter.FUNC,DSGN
T2MC-27905,Ocu_RaSetPinAction.FUNC,DSGN
T2MC-27903,Ocu_RaInit.FUNC,DSGN
T2MC-27900,Ocu_RaEnableNotification.FUNC,DSGN
T2MC-27899,Ocu_RaDisableNotification.FUNC,DSGN
T2MC-27898,Ocu_RaDeInit.FUNC,DSGN
T2MC-27897,Ocu_RegisterAccess,DSGN
T2MC-27896,Ocu_InterruptHandler_Internal.FUNC,DSGN
T2MC-27893,Ocu_ExitCriticalSection.FUNC,DSGN
T2MC-27892,Ocu_EnterCriticalSection.FUNC,DSGN
